dataset: rConcept.arff
								--------------
									Fold  2
								--------------
Feature evaluation: ReliefF (All features dataset) - After CI
Ranked attributes:
 0.06355    41 A2_x_A3
 0.061153   15 A2==(49.920582-inf) xor A3==(50.031504-inf)
 0.061153   12 A2==(49.920582-inf) equ A3==(50.031504-inf)
 0.041149   43 A1_x_A3
 0.039504   17 A1==(49.944829-inf) xor A3==(50.031504-inf)
 0.039504   14 A1==(49.944829-inf) equ A3==(50.031504-inf)
 0.037272    3 A3
 0.034898    9 A2==(49.920582-inf) or A3==(50.031504-inf)
 0.033632    6 A2==(49.920582-inf) and A3==(50.031504-inf)
 0.033448   23 A2 ADD A3
 0.032765   35 A2 MULTIPLY A3
 0.029666   18 A2==(49.920582-inf) impl A3==(50.031504-inf)
 0.024464   11 A1==(49.944829-inf) or A3==(50.031504-inf)
 0.020168   25 A1 ADD A3
 0.018669    8 A1==(49.944829-inf) and A3==(50.031504-inf)
 0.018264   22 A1==(49.944829-inf) or A2==(49.920582-inf) or A3==(50.031504-inf)
 0.018041   37 A1 MULTIPLY A3
 0.016917   20 A1==(49.944829-inf) impl A3==(50.031504-inf)
 0.01282     2 A2
 0.012498   21 A1==(49.944829-inf) and A2==(49.920582-inf) and A3==(50.031504-inf)
 0.011321   40 A1 LESSTHAN A3
 0.01112    38 A2 LESSTHAN A3
 0.010784   26 A2 SUBTRACT A3
 0.008928   42 A1_x_A2
 0.008217   24 A1 ADD A2
 0.00814    13 A1==(49.944829-inf) equ A2==(49.920582-inf)
 0.00814    16 A1==(49.944829-inf) xor A2==(49.920582-inf)
 0.007977   10 A1==(49.944829-inf) or A2==(49.920582-inf)
 0.007717   28 A1 SUBTRACT A3
 0.006485   36 A1 MULTIPLY A2
 0.003958   19 A1==(49.944829-inf) impl A2==(49.920582-inf)
 0.002654    7 A1==(49.944829-inf) and A2==(49.920582-inf)
 0.001704   39 A1 LESSTHAN A2
 0.000727   29 A2 DIVIDE A3
 0.000544   34 A3 DIVIDE A1
 0.000324   32 A2 DIVIDE A1
 0.000284   33 A1 DIVIDE A3
-0.000129   30 A3 DIVIDE A2
-0.000133   31 A1 DIVIDE A2
-0.000247   27 A1 SUBTRACT A2
-0.004867    1 A1
-0.011263    5 A5
-0.012892    4 A4


ReliefF (param. search)
The best parameter when using M5P: ReliefF@0.0
ReliefF (param. search)
The best parameter when using LinearRegression: ReliefF@0.5
ReliefF (param. search)
The best parameter when using M5Rules: ReliefF@0.0
ReliefF (param. search)
The best parameter when using RandomForest: ReliefF@0.0
								--------------
									Fold  3
								--------------
Feature evaluation: ReliefF (All features dataset) - After CI
Ranked attributes:
 0.0610174   41 A2_x_A3
 0.0588218   15 A2==(49.920582-inf) xor A3==(50.032353-inf)
 0.0588218   12 A2==(49.920582-inf) equ A3==(50.032353-inf)
 0.0392948   43 A1_x_A3
 0.0380644   14 A1==(49.944829-inf) equ A3==(50.032353-inf)
 0.0380644   17 A1==(49.944829-inf) xor A3==(50.032353-inf)
 0.0370528    3 A3
 0.036475     9 A2==(49.920582-inf) or A3==(50.032353-inf)
 0.0326854   23 A2 ADD A3
 0.0306409   35 A2 MULTIPLY A3
 0.0298513    6 A2==(49.920582-inf) and A3==(50.032353-inf)
 0.0296757   18 A2==(49.920582-inf) impl A3==(50.032353-inf)
 0.02397     11 A1==(49.944829-inf) or A3==(50.032353-inf)
 0.0202048   22 A1==(49.944829-inf) or A2==(49.920582-inf) or A3==(50.032353-inf)
 0.0201426   25 A1 ADD A3
 0.0183232   37 A1 MULTIPLY A3
 0.0179288    8 A1==(49.944829-inf) and A3==(50.032353-inf)
 0.0152788   20 A1==(49.944829-inf) impl A3==(50.032353-inf)
 0.0129662    2 A2
 0.0124476   21 A1==(49.944829-inf) and A2==(49.920582-inf) and A3==(50.032353-inf)
 0.0123085   38 A2 LESSTHAN A3
 0.0112339   42 A1_x_A2
 0.0106546   26 A2 SUBTRACT A3
 0.0105416   16 A1==(49.944829-inf) xor A2==(49.920582-inf)
 0.0105416   13 A1==(49.944829-inf) equ A2==(49.920582-inf)
 0.0101972   40 A1 LESSTHAN A3
 0.0087382   10 A1==(49.944829-inf) or A2==(49.920582-inf)
 0.0082015   24 A1 ADD A2
 0.0075135   28 A1 SUBTRACT A3
 0.0068488   36 A1 MULTIPLY A2
 0.0053407   19 A1==(49.944829-inf) impl A2==(49.920582-inf)
 0.004246     7 A1==(49.944829-inf) and A2==(49.920582-inf)
 0.0020611   39 A1 LESSTHAN A2
 0.0013296   33 A1 DIVIDE A3
 0.0008614   29 A2 DIVIDE A3
 0.0000835   34 A3 DIVIDE A1
-0.0000144   32 A2 DIVIDE A1
-0.0001292   27 A1 SUBTRACT A2
-0.0002331   30 A3 DIVIDE A2
-0.0002354   31 A1 DIVIDE A2
-0.0049147    1 A1
-0.0118775    5 A5
-0.0124284    4 A4


ReliefF (param. search)
The best parameter when using M5P: ReliefF@0.5
ReliefF (param. search)
The best parameter when using LinearRegression: ReliefF@0.5
ReliefF (param. search)
The best parameter when using M5Rules: ReliefF@0.5
ReliefF (param. search)
The best parameter when using RandomForest: ReliefF@0.0
								--------------
									Fold  4
								--------------
Feature evaluation: ReliefF (All features dataset) - After CI
Ranked attributes:
 0.063783   41 A2_x_A3
 0.061896   15 A2==(49.96613-inf) xor A3==(50.031504-inf)
 0.061896   12 A2==(49.96613-inf) equ A3==(50.031504-inf)
 0.038256   43 A1_x_A3
 0.037663    3 A3
 0.035826   17 A1==(49.944829-inf) xor A3==(50.031504-inf)
 0.035826   14 A1==(49.944829-inf) equ A3==(50.031504-inf)
 0.035254    9 A2==(49.96613-inf) or A3==(50.031504-inf)
 0.033146    6 A2==(49.96613-inf) and A3==(50.031504-inf)
 0.032739   23 A2 ADD A3
 0.031238   35 A2 MULTIPLY A3
 0.029613   18 A2==(49.96613-inf) impl A3==(50.031504-inf)
 0.022501   11 A1==(49.944829-inf) or A3==(50.031504-inf)
 0.020472   25 A1 ADD A3
 0.018785   37 A1 MULTIPLY A3
 0.017527   22 A1==(49.944829-inf) or A2==(49.96613-inf) or A3==(50.031504-inf)
 0.017148    8 A1==(49.944829-inf) and A3==(50.031504-inf)
 0.014554   20 A1==(49.944829-inf) impl A3==(50.031504-inf)
 0.013103   40 A1 LESSTHAN A3
 0.01252     2 A2
 0.012172   21 A1==(49.944829-inf) and A2==(49.96613-inf) and A3==(50.031504-inf)
 0.011673   38 A2 LESSTHAN A3
 0.010744   26 A2 SUBTRACT A3
 0.010266   42 A1_x_A2
 0.009777   13 A1==(49.944829-inf) equ A2==(49.96613-inf)
 0.009777   16 A1==(49.944829-inf) xor A2==(49.96613-inf)
 0.008475   10 A1==(49.944829-inf) or A2==(49.96613-inf)
 0.008162   24 A1 ADD A2
 0.007833   28 A1 SUBTRACT A3
 0.006442   36 A1 MULTIPLY A2
 0.004951   19 A1==(49.944829-inf) impl A2==(49.96613-inf)
 0.003621    7 A1==(49.944829-inf) and A2==(49.96613-inf)
 0.002128   39 A1 LESSTHAN A2
 0.000854   29 A2 DIVIDE A3
 0.000479   34 A3 DIVIDE A1
 0.000385   33 A1 DIVIDE A3
 0.000267   32 A2 DIVIDE A1
-0.000217   30 A3 DIVIDE A2
-0.000219   31 A1 DIVIDE A2
-0.000376   27 A1 SUBTRACT A2
-0.004953    1 A1
-0.011918    5 A5
-0.012421    4 A4


ReliefF (param. search)
The best parameter when using M5P: ReliefF@0.5
ReliefF (param. search)
The best parameter when using LinearRegression: ReliefF@0.5
ReliefF (param. search)
The best parameter when using M5Rules: ReliefF@0.25
ReliefF (param. search)
The best parameter when using RandomForest: ReliefF@0.0
								--------------
									Fold  5
								--------------
Feature evaluation: ReliefF (All features dataset) - After CI
Ranked attributes:
 0.0627602   41 A2_x_A3
 0.0608058   15 A2==(49.920582-inf) xor A3==(50.031504-inf)
 0.0608058   12 A2==(49.920582-inf) equ A3==(50.031504-inf)
 0.0384047   43 A1_x_A3
 0.0374427    3 A3
 0.0366502   17 A1==(49.944829-inf) xor A3==(50.031504-inf)
 0.0366502   14 A1==(49.944829-inf) equ A3==(50.031504-inf)
 0.0355926    9 A2==(49.920582-inf) or A3==(50.031504-inf)
 0.0326595   23 A2 ADD A3
 0.0322806    6 A2==(49.920582-inf) and A3==(50.031504-inf)
 0.03143     35 A2 MULTIPLY A3
 0.0299327   18 A2==(49.920582-inf) impl A3==(50.031504-inf)
 0.023655    11 A1==(49.944829-inf) or A3==(50.031504-inf)
 0.0201489   25 A1 ADD A3
 0.0180965   37 A1 MULTIPLY A3
 0.017511    22 A1==(49.944829-inf) or A2==(49.920582-inf) or A3==(50.031504-inf)
 0.017        8 A1==(49.944829-inf) and A3==(50.031504-inf)
 0.014116    20 A1==(49.944829-inf) impl A3==(50.031504-inf)
 0.0138963   38 A2 LESSTHAN A3
 0.0133482   40 A1 LESSTHAN A3
 0.0125898    2 A2
 0.0111875   21 A1==(49.944829-inf) and A2==(49.920582-inf) and A3==(50.031504-inf)
 0.0107242   26 A2 SUBTRACT A3
 0.0097035   42 A1_x_A2
 0.0089439   13 A1==(49.944829-inf) equ A2==(49.920582-inf)
 0.0089439   16 A1==(49.944829-inf) xor A2==(49.920582-inf)
 0.0082711   24 A1 ADD A2
 0.0076874   28 A1 SUBTRACT A3
 0.0075561   10 A1==(49.944829-inf) or A2==(49.920582-inf)
 0.0067087   36 A1 MULTIPLY A2
 0.0038628    7 A1==(49.944829-inf) and A2==(49.920582-inf)
 0.0037114   19 A1==(49.944829-inf) impl A2==(49.920582-inf)
 0.0022538   39 A1 LESSTHAN A2
 0.0009266   29 A2 DIVIDE A3
 0.0004779   34 A3 DIVIDE A1
 0.0003674   32 A2 DIVIDE A1
 0.0002828   33 A1 DIVIDE A3
-0.0000677   30 A3 DIVIDE A2
-0.0000715   31 A1 DIVIDE A2
-0.0004781   27 A1 SUBTRACT A2
-0.0048574    1 A1
-0.0121294    5 A5
-0.0128317    4 A4


ReliefF (param. search)
The best parameter when using M5P: ReliefF@0.5
ReliefF (param. search)
The best parameter when using LinearRegression: ReliefF@0.25
ReliefF (param. search)
The best parameter when using M5Rules: ReliefF@0.25
ReliefF (param. search)
The best parameter when using RandomForest: ReliefF@0.0
								--------------
									Fold  6
								--------------
Feature evaluation: ReliefF (All features dataset) - After CI
Ranked attributes:
 0.059158   41 A2_x_A3
 0.058163   15 A2==(49.907291-inf) xor A3==(50.017212-inf)
 0.058163   12 A2==(49.907291-inf) equ A3==(50.017212-inf)
 0.036851    3 A3
 0.035716   43 A1_x_A3
 0.034845   17 A1==(49.944829-inf) xor A3==(50.017212-inf)
 0.034845   14 A1==(49.944829-inf) equ A3==(50.017212-inf)
 0.033089   23 A2 ADD A3
 0.03304     9 A2==(49.907291-inf) or A3==(50.017212-inf)
 0.031168   35 A2 MULTIPLY A3
 0.030299   18 A2==(49.907291-inf) impl A3==(50.017212-inf)
 0.030242    6 A2==(49.907291-inf) and A3==(50.017212-inf)
 0.022085   11 A1==(49.944829-inf) or A3==(50.017212-inf)
 0.019771   25 A1 ADD A3
 0.018003   37 A1 MULTIPLY A3
 0.016148   22 A1==(49.944829-inf) or A2==(49.907291-inf) or A3==(50.017212-inf)
 0.01575     8 A1==(49.944829-inf) and A3==(50.017212-inf)
 0.013146   20 A1==(49.944829-inf) impl A3==(50.017212-inf)
 0.012906    2 A2
 0.011485   40 A1 LESSTHAN A3
 0.01114    26 A2 SUBTRACT A3
 0.011109   38 A2 LESSTHAN A3
 0.011021   21 A1==(49.944829-inf) and A2==(49.907291-inf) and A3==(50.017212-inf)
 0.008656   24 A1 ADD A2
 0.007711   28 A1 SUBTRACT A3
 0.007445   36 A1 MULTIPLY A2
 0.005202   42 A1_x_A2
 0.004741   13 A1==(49.944829-inf) equ A2==(49.907291-inf)
 0.004741   16 A1==(49.944829-inf) xor A2==(49.907291-inf)
 0.004376   10 A1==(49.944829-inf) or A2==(49.907291-inf)
 0.00284    19 A1==(49.944829-inf) impl A2==(49.907291-inf)
 0.002722    7 A1==(49.944829-inf) and A2==(49.907291-inf)
 0.001952   39 A1 LESSTHAN A2
 0.001806   29 A2 DIVIDE A3
 0.000376   34 A3 DIVIDE A1
 0.000313   33 A1 DIVIDE A3
 0.000267   32 A2 DIVIDE A1
-0.000203   30 A3 DIVIDE A2
-0.00021    31 A1 DIVIDE A2
-0.000398   27 A1 SUBTRACT A2
-0.005004    1 A1
-0.011722    5 A5
-0.012529    4 A4


ReliefF (param. search)
The best parameter when using M5P: ReliefF@0.25
ReliefF (param. search)
The best parameter when using LinearRegression: ReliefF@0.5
ReliefF (param. search)
The best parameter when using M5Rules: ReliefF@0.5
ReliefF (param. search)
The best parameter when using RandomForest: ReliefF@0.0
								--------------
									Fold  7
								--------------
Feature evaluation: ReliefF (All features dataset) - After CI
Ranked attributes:
 0.061452   41 A2_x_A3
 0.059001   15 A2==(49.920582-inf) xor A3==(50.031504-inf)
 0.059001   12 A2==(49.920582-inf) equ A3==(50.031504-inf)
 0.037652    3 A3
 0.036609   43 A1_x_A3
 0.035046   14 A1==(49.944829-inf) equ A3==(50.031504-inf)
 0.035046   17 A1==(49.944829-inf) xor A3==(50.031504-inf)
 0.033384    6 A2==(49.920582-inf) and A3==(50.031504-inf)
 0.033131   23 A2 ADD A3
 0.032966    9 A2==(49.920582-inf) or A3==(50.031504-inf)
 0.031974   35 A2 MULTIPLY A3
 0.030322   18 A2==(49.920582-inf) impl A3==(50.031504-inf)
 0.021625   11 A1==(49.944829-inf) or A3==(50.031504-inf)
 0.020214   25 A1 ADD A3
 0.01844    37 A1 MULTIPLY A3
 0.016826    8 A1==(49.944829-inf) and A3==(50.031504-inf)
 0.015505   22 A1==(49.944829-inf) or A2==(49.920582-inf) or A3==(50.031504-inf)
 0.01416    40 A1 LESSTHAN A3
 0.0141     20 A1==(49.944829-inf) impl A3==(50.031504-inf)
 0.013126    2 A2
 0.012568   21 A1==(49.944829-inf) and A2==(49.920582-inf) and A3==(50.031504-inf)
 0.012015   38 A2 LESSTHAN A3
 0.010807   26 A2 SUBTRACT A3
 0.008454   24 A1 ADD A2
 0.008032   28 A1 SUBTRACT A3
 0.007775   42 A1_x_A2
 0.007205   16 A1==(49.944829-inf) xor A2==(49.920582-inf)
 0.007205   13 A1==(49.944829-inf) equ A2==(49.920582-inf)
 0.007052   36 A1 MULTIPLY A2
 0.006078   10 A1==(49.944829-inf) or A2==(49.920582-inf)
 0.004231   19 A1==(49.944829-inf) impl A2==(49.920582-inf)
 0.003376    7 A1==(49.944829-inf) and A2==(49.920582-inf)
 0.002927   39 A1 LESSTHAN A2
 0.001039   29 A2 DIVIDE A3
 0.000448   34 A3 DIVIDE A1
 0.000372   33 A1 DIVIDE A3
 0.00023    32 A2 DIVIDE A1
-0.000217   27 A1 SUBTRACT A2
-0.000281   30 A3 DIVIDE A2
-0.000284   31 A1 DIVIDE A2
-0.004737    1 A1
-0.012447    5 A5
-0.012479    4 A4


ReliefF (param. search)
The best parameter when using M5P: ReliefF@0.0
ReliefF (param. search)
The best parameter when using LinearRegression: ReliefF@0.25
ReliefF (param. search)
The best parameter when using M5Rules: ReliefF@0.0
ReliefF (param. search)
The best parameter when using RandomForest: ReliefF@0.0
								--------------
									Fold  8
								--------------
Feature evaluation: ReliefF (All features dataset) - After CI
Ranked attributes:
 0.061182   41 A2_x_A3
 0.058378   15 A2==(49.920582-inf) xor A3==(50.031504-inf)
 0.058378   12 A2==(49.920582-inf) equ A3==(50.031504-inf)
 0.037483    3 A3
 0.036435   43 A1_x_A3
 0.03457    14 A1==(49.937771-inf) equ A3==(50.031504-inf)
 0.03457    17 A1==(49.937771-inf) xor A3==(50.031504-inf)
 0.033721    6 A2==(49.920582-inf) and A3==(50.031504-inf)
 0.032556   23 A2 ADD A3
 0.032428    9 A2==(49.920582-inf) or A3==(50.031504-inf)
 0.031456   35 A2 MULTIPLY A3
 0.031209   18 A2==(49.920582-inf) impl A3==(50.031504-inf)
 0.023218   11 A1==(49.937771-inf) or A3==(50.031504-inf)
 0.019925   25 A1 ADD A3
 0.017816   37 A1 MULTIPLY A3
 0.015752   22 A1==(49.937771-inf) or A2==(49.920582-inf) or A3==(50.031504-inf)
 0.015048    8 A1==(49.937771-inf) and A3==(50.031504-inf)
 0.014311   38 A2 LESSTHAN A3
 0.013977   40 A1 LESSTHAN A3
 0.013305   20 A1==(49.937771-inf) impl A3==(50.031504-inf)
 0.012469    2 A2
 0.012393   21 A1==(49.937771-inf) and A2==(49.920582-inf) and A3==(50.031504-inf)
 0.010854   26 A2 SUBTRACT A3
 0.009139   42 A1_x_A2
 0.008492   13 A1==(49.937771-inf) equ A2==(49.920582-inf)
 0.008492   16 A1==(49.937771-inf) xor A2==(49.920582-inf)
 0.007944   28 A1 SUBTRACT A3
 0.007883   24 A1 ADD A2
 0.006482   36 A1 MULTIPLY A2
 0.005587   10 A1==(49.937771-inf) or A2==(49.920582-inf)
 0.005096   19 A1==(49.937771-inf) impl A2==(49.920582-inf)
 0.004909    7 A1==(49.937771-inf) and A2==(49.920582-inf)
 0.001269   39 A1 LESSTHAN A2
 0.001025   29 A2 DIVIDE A3
 0.000359   34 A3 DIVIDE A1
 0.000358   33 A1 DIVIDE A3
 0.00024    32 A2 DIVIDE A1
-0.000158   30 A3 DIVIDE A2
-0.000161   31 A1 DIVIDE A2
-0.000237   27 A1 SUBTRACT A2
-0.005295    1 A1
-0.012277    5 A5
-0.012493    4 A4


ReliefF (param. search)
The best parameter when using M5P: ReliefF@0.0
ReliefF (param. search)
The best parameter when using LinearRegression: ReliefF@0.25
ReliefF (param. search)
The best parameter when using M5Rules: ReliefF@0.0
ReliefF (param. search)
The best parameter when using RandomForest: ReliefF@0.0
								--------------
									Fold  9
								--------------
Feature evaluation: ReliefF (All features dataset) - After CI
Ranked attributes:
 0.0599408   41 A2_x_A3
 0.0579682   15 A2==(49.920582-inf) xor A3==(50.031504-inf)
 0.0579682   12 A2==(49.920582-inf) equ A3==(50.031504-inf)
 0.0385539   43 A1_x_A3
 0.0374494    3 A3
 0.0371788   14 A1==(49.944829-inf) equ A3==(50.031504-inf)
 0.0371788   17 A1==(49.944829-inf) xor A3==(50.031504-inf)
 0.0326918    9 A2==(49.920582-inf) or A3==(50.031504-inf)
 0.0325622   23 A2 ADD A3
 0.0319356    6 A2==(49.920582-inf) and A3==(50.031504-inf)
 0.0315573   35 A2 MULTIPLY A3
 0.0305694   18 A2==(49.920582-inf) impl A3==(50.031504-inf)
 0.0228193   11 A1==(49.944829-inf) or A3==(50.031504-inf)
 0.0199709   25 A1 ADD A3
 0.0183842   37 A1 MULTIPLY A3
 0.0175334    8 A1==(49.944829-inf) and A3==(50.031504-inf)
 0.0167871   22 A1==(49.944829-inf) or A2==(49.920582-inf) or A3==(50.031504-inf)
 0.0130181   20 A1==(49.944829-inf) impl A3==(50.031504-inf)
 0.0125597    2 A2
 0.0119521   21 A1==(49.944829-inf) and A2==(49.920582-inf) and A3==(50.031504-inf)
 0.0118657   40 A1 LESSTHAN A3
 0.0108878   26 A2 SUBTRACT A3
 0.0092051   42 A1_x_A2
 0.0091401   38 A2 LESSTHAN A3
 0.0085509   16 A1==(49.944829-inf) xor A2==(49.920582-inf)
 0.0085509   13 A1==(49.944829-inf) equ A2==(49.920582-inf)
 0.0083081   24 A1 ADD A2
 0.0077203   28 A1 SUBTRACT A3
 0.0076138   10 A1==(49.944829-inf) or A2==(49.920582-inf)
 0.0071454   36 A1 MULTIPLY A2
 0.0034693   19 A1==(49.944829-inf) impl A2==(49.920582-inf)
 0.0034471    7 A1==(49.944829-inf) and A2==(49.920582-inf)
 0.0010622   29 A2 DIVIDE A3
 0.0005599   39 A1 LESSTHAN A2
 0.0002987   33 A1 DIVIDE A3
 0.0002121   34 A3 DIVIDE A1
 0.0000311   30 A3 DIVIDE A2
 0.0000309   32 A2 DIVIDE A1
 0.0000145   31 A1 DIVIDE A2
-0.0002647   27 A1 SUBTRACT A2
-0.0050083    1 A1
-0.0117355    5 A5
-0.0124464    4 A4


ReliefF (param. search)
The best parameter when using M5P: ReliefF@0.25
ReliefF (param. search)
The best parameter when using LinearRegression: ReliefF@0.5
ReliefF (param. search)
The best parameter when using M5Rules: ReliefF@0.5
ReliefF (param. search)
The best parameter when using RandomForest: ReliefF@0.0
								--------------
									Fold 10
								--------------
Feature evaluation: ReliefF (All features dataset) - After CI
Ranked attributes:
 0.062644   41 A2_x_A3
 0.060382   15 A2==(49.920582-inf) xor A3==(50.031504-inf)
 0.060382   12 A2==(49.920582-inf) equ A3==(50.031504-inf)
 0.041083   43 A1_x_A3
 0.039432   17 A1==(49.950839-inf) xor A3==(50.031504-inf)
 0.039432   14 A1==(49.950839-inf) equ A3==(50.031504-inf)
 0.037768    3 A3
 0.034223    6 A2==(49.920582-inf) and A3==(50.031504-inf)
 0.033498    9 A2==(49.920582-inf) or A3==(50.031504-inf)
 0.033157   23 A2 ADD A3
 0.032626   35 A2 MULTIPLY A3
 0.031401   18 A2==(49.920582-inf) impl A3==(50.031504-inf)
 0.023439   11 A1==(49.950839-inf) or A3==(50.031504-inf)
 0.020224   25 A1 ADD A3
 0.019769    8 A1==(49.950839-inf) and A3==(50.031504-inf)
 0.018519   37 A1 MULTIPLY A3
 0.017549   20 A1==(49.950839-inf) impl A3==(50.031504-inf)
 0.016797   22 A1==(49.950839-inf) or A2==(49.920582-inf) or A3==(50.031504-inf)
 0.014418   21 A1==(49.950839-inf) and A2==(49.920582-inf) and A3==(50.031504-inf)
 0.013365   38 A2 LESSTHAN A3
 0.012839    2 A2
 0.012167   40 A1 LESSTHAN A3
 0.010874   26 A2 SUBTRACT A3
 0.008953   42 A1_x_A2
 0.00826    16 A1==(49.950839-inf) xor A2==(49.920582-inf)
 0.00826    13 A1==(49.950839-inf) equ A2==(49.920582-inf)
 0.008102   24 A1 ADD A2
 0.008097   28 A1 SUBTRACT A3
 0.0068     36 A1 MULTIPLY A2
 0.006234   10 A1==(49.950839-inf) or A2==(49.920582-inf)
 0.004558    7 A1==(49.950839-inf) and A2==(49.920582-inf)
 0.004056   19 A1==(49.950839-inf) impl A2==(49.920582-inf)
 0.002976   39 A1 LESSTHAN A2
 0.000972   29 A2 DIVIDE A3
 0.000321   34 A3 DIVIDE A1
 0.000264   33 A1 DIVIDE A3
 0.000208   32 A2 DIVIDE A1
-0.000198   27 A1 SUBTRACT A2
-0.000233   30 A3 DIVIDE A2
-0.000239   31 A1 DIVIDE A2
-0.00504     1 A1
-0.012238    5 A5
-0.012561    4 A4


ReliefF (param. search)
The best parameter when using M5P: ReliefF@0.5
ReliefF (param. search)
The best parameter when using LinearRegression: ReliefF@0.25
ReliefF (param. search)
The best parameter when using M5Rules: ReliefF@0.25
ReliefF (param. search)
The best parameter when using RandomForest: ReliefF@0.0
dataset: rLocLinear.arff
								--------------
									Fold  1
								--------------
Feature evaluation: ReliefF (All features dataset) - After CI
Ranked attributes:
 0.034355   50 A1_x_A2
 0.032599   26 A1==(49.973559-inf) xor A2==(50.003718-inf)
 0.032599   20 A1==(49.973559-inf) equ A2==(50.003718-inf)
 0.028691   27 A2==(50.003718-inf) xor A4
 0.028691   21 A2==(50.003718-inf) equ A4
 0.028691   19 A2==(50.003718-inf) equ A3
 0.028691   25 A2==(50.003718-inf) xor A3
 0.028691   49 A2_x_A3
 0.028691   51 A2_x_A4
 0.027904    2 A2
 0.026836    7 A2==(50.003718-inf) and A3
 0.02367    15 A2==(50.003718-inf) or A4
 0.02367    33 A2==(50.003718-inf) impl A4
 0.022812   40 A1==(49.973559-inf) or A2==(50.003718-inf) or A4
 0.019881   47 A1 LESSTHAN A2
 0.019623   14 A1==(49.973559-inf) or A2==(50.003718-inf)
 0.018618   46 A1 MULTIPLY A2
 0.018122   42 A1 ADD A2
 0.017176   17 A1==(49.973559-inf) or A4
 0.017176   35 A1==(49.973559-inf) impl A4
 0.015688   32 A1==(49.973559-inf) impl A2==(50.003718-inf)
 0.014772    8 A1==(49.973559-inf) and A2==(50.003718-inf)
 0.01057    43 A1 SUBTRACT A2
 0.009448   41 A1==(49.973559-inf) or A3 or A4
 0.00742    23 A1==(49.973559-inf) equ A4
 0.00742    22 A1==(49.973559-inf) equ A3
 0.00742    53 A1_x_A4
 0.00742    52 A1_x_A3
 0.00742    29 A1==(49.973559-inf) xor A4
 0.00742    28 A1==(49.973559-inf) xor A3
 0.006229    1 A1
 0.005021    9 A2==(50.003718-inf) and A4
