dataset: rConcept.arff
								--------------
									Fold  1
								--------------
Feature evaluation: ReliefF (All features dataset) - After CI
Ranked attributes:
 0.04466186     1538 A2==(0.200214-0.399884] or A3==(0.200188-0.400127] or A4==(0.200788-0.400586]
 0.04465602     1548 A2==(0.200214-0.399884] or A3==(0.600065-0.800004] or A4==(0.200788-0.400586]
 0.04455358     1690 A1==(0.399976-0.599962] or A2==(0.200214-0.399884] or A4==(0.600385-0.800183]
 0.04447886      879 A3==(0.800004-inf) impl A4==(0.400586-0.600385]
 0.04444703     1557 A2==(0.399884-0.599555] or A3==(-inf-0.200188] or A4==(-inf-0.200788]
 0.04444404     1589 A2==(0.599555-0.799225] or A3==(0.200188-0.400127] or A4==(0.400586-0.600385]
 0.04427776     1649 A1==(-inf-0.199989] or A2==(0.599555-0.799225] or A4==(0.400586-0.600385]
 0.04417359      793 A2==(0.399884-0.599555] xor A5==(0.199483-0.398835]
 0.04417359      593 A2==(0.399884-0.599555] equ A5==(0.199483-0.398835]
 0.04415109     1571 A2==(0.399884-0.599555] or A3==(0.400127-0.600065] or A4==(0.800183-inf)
 0.04407105     1594 A2==(0.599555-0.799225] or A3==(0.400127-0.600065] or A4==(0.400586-0.600385]
 0.04390669      193 A2==(0.399884-0.599555] and A5==(0.199483-0.398835]
 0.04383458     1560 A2==(0.399884-0.599555] or A3==(-inf-0.200188] or A4==(0.600385-0.800183]
 0.04380161      322 A2==(0.599555-0.799225] or A4==(-inf-0.200788]
 0.04379541     1689 A1==(0.399976-0.599962] or A2==(0.200214-0.399884] or A4==(0.400586-0.600385]
 0.04367461      924 A2==(0.599555-0.799225] impl A4==(0.400586-0.600385]
 0.04349061      239 A1==(0.199989-0.399976] or A2==(0.399884-0.599555]
 0.04343242      212 A2==(0.200214-0.399884] or A3==(-inf-0.200188]
 0.04330598      192 A2==(0.399884-0.599555] and A5==(-inf-0.199483]
 0.04326159      117 A2==(0.399884-0.599555] and A4==(-inf-0.200788]
 0.04324437     1540 A2==(0.200214-0.399884] or A3==(0.200188-0.400127] or A4==(0.600385-0.800183]
 0.04315285     1749 A1==(0.799949-inf) or A2==(0.599555-0.799225] or A4==(0.400586-0.600385]
 0.04306641      624 A2==(0.599555-0.799225] xor A3==(0.400127-0.600065]
 0.04306641      424 A2==(0.599555-0.799225] equ A3==(0.400127-0.600065]
 0.04289384      922 A2==(0.599555-0.799225] impl A4==(-inf-0.200788]
 0.04277837      847 A1==(0.599962-0.799949] impl A2==(-inf-0.200214]
 0.04256294      848 A1==(0.599962-0.799949] impl A2==(0.200214-0.399884]
 0.04237971      118 A2==(0.399884-0.599555] and A4==(0.200788-0.400586]
 0.04228835     1696 A1==(0.399976-0.599962] or A2==(0.399884-0.599555] or A4==(0.800183-inf)
 0.04216796     1844 A2==(0.599555-0.799225] or A4==(0.400586-0.600385] or A5==(0.398835-0.598188]
 0.04208809     1586 A2==(0.599555-0.799225] or A3==(-inf-0.200188] or A4==(0.800183-inf)
 0.04197606     2056 A1_x_A2
 0.04182178      120 A2==(0.399884-0.599555] and A4==(0.600385-0.800183]
 0.0418018      1895 A1==(-inf-0.199989] or A2==(0.399884-0.599555] or A3==(0.600065-0.800004]
 0.04174974     1917 A1==(0.199989-0.399976] or A2==(0.399884-0.599555] or A3==(-inf-0.200188]
 0.04168191       44 A1==(0.399976-0.599962] and A2==(0.399884-0.599555]
 0.04167406      878 A3==(0.800004-inf) impl A4==(0.200788-0.400586]
 0.04149694     1726 A1==(0.599962-0.799949] or A2==(0.599555-0.799225] or A4==(0.800183-inf)
 0.04146268     1941 A1==(0.399976-0.599962] or A2==(0.200214-0.399884] or A3==(0.800004-inf)
 0.04142271      274 A3==(0.600065-0.800004] or A4==(0.400586-0.600385]
 0.04125212      233 A1==(-inf-0.199989] or A2==(0.200214-0.399884]
 0.04120824     1645 A1==(-inf-0.199989] or A2==(0.399884-0.599555] or A4==(0.600385-0.800183]
 0.04094041     1643 A1==(-inf-0.199989] or A2==(0.399884-0.599555] or A4==(0.200788-0.400586]
 0.04091226     2039 A2 MULTIPLY A3
 0.0405567      1585 A2==(0.599555-0.799225] or A3==(-inf-0.200188] or A4==(0.600385-0.800183]
 0.04055652      356 A1==(0.799949-inf) or A3==(0.800004-inf)
 0.04050688     1576 A2==(0.399884-0.599555] or A3==(0.600065-0.800004] or A4==(0.800183-inf)
 0.04043867      826 A2==(0.599555-0.799225] impl A3==(0.800004-inf)
 0.04020686      399 A2==(0.599555-0.799225] or A5==(0.398835-0.598188]
 0.04020587      119 A2==(0.399884-0.599555] and A4==(0.400586-0.600385]
 0.04011446      213 A2==(0.200214-0.399884] or A3==(0.200188-0.400127]
 0.04006184     1541 A2==(0.200214-0.399884] or A3==(0.200188-0.400127] or A4==(0.800183-inf)
 0.04002404     1997 A1==(0.799949-inf) or A2==(0.599555-0.799225] or A3==(-inf-0.200188]
 0.03988352     1644 A1==(-inf-0.199989] or A2==(0.399884-0.599555] or A4==(0.400586-0.600385]
 0.03981149     1641 A1==(-inf-0.199989] or A2==(0.200214-0.399884] or A4==(0.800183-inf)
 0.039701       1595 A2==(0.599555-0.799225] or A3==(0.400127-0.600065] or A4==(0.600385-0.800183]
 0.03965053      979 A1==(0.799949-inf) impl A4==(0.400586-0.600385]
 0.03936804     1925 A1==(0.199989-0.399976] or A2==(0.599555-0.799225] or A3==(0.600065-0.800004]
 0.03923902      801 A2==(0.599555-0.799225] xor A5==(0.79754-inf)
 0.03923902      601 A2==(0.599555-0.799225] equ A5==(0.79754-inf)
 0.03917834     1972 A1==(0.599962-0.799949] or A2==(0.599555-0.799225] or A3==(-inf-0.200188]
 0.03877895     1842 A2==(0.599555-0.799225] or A4==(0.400586-0.600385] or A5==(-inf-0.199483]
 0.03875966     1714 A1==(0.599962-0.799949] or A2==(0.200214-0.399884] or A4==(0.400586-0.600385]
 0.0387495      1699 A1==(0.399976-0.599962] or A2==(0.599555-0.799225] or A4==(0.400586-0.600385]
 0.03871213      226 A2==(0.599555-0.799225] or A3==(0.800004-inf)
 0.03865273     1845 A2==(0.599555-0.799225] or A4==(0.400586-0.600385] or A5==(0.598188-0.79754]
 0.03854521     1583 A2==(0.599555-0.799225] or A3==(-inf-0.200188] or A4==(0.200788-0.400586]
 0.03850279     1666 A1==(0.199989-0.399976] or A2==(0.200214-0.399884] or A4==(0.800183-inf)
 0.03847081     1642 A1==(-inf-0.199989] or A2==(0.399884-0.599555] or A4==(-inf-0.200788]
 0.03845967     1748 A1==(0.799949-inf) or A2==(0.599555-0.799225] or A4==(0.200788-0.400586]
 0.03828459      392 A2==(0.399884-0.599555] or A5==(-inf-0.199483]
 0.03827014      852 A1==(0.799949-inf) impl A2==(-inf-0.200214]
 0.0381729      1935 A1==(0.399976-0.599962] or A2==(-inf-0.200214] or A3==(0.600065-0.800004]
 0.03806843      798 A2==(0.599555-0.799225] xor A5==(0.199483-0.398835]
 0.03806843      598 A2==(0.599555-0.799225] equ A5==(0.199483-0.398835]
 0.03802117      435 A1==(-inf-0.199989] equ A2==(0.599555-0.799225]
 0.03802117      635 A1==(-inf-0.199989] xor A2==(0.599555-0.799225]
 0.03797607      254 A1==(0.799949-inf) or A2==(0.399884-0.599555]
 0.03794206      881 A3==(0.800004-inf) impl A4==(0.800183-inf)
 0.03790975      855 A1==(0.799949-inf) impl A2==(0.599555-0.799225]
 0.03784831      594 A2==(0.399884-0.599555] equ A5==(0.398835-0.598188]
 0.03784831      794 A2==(0.399884-0.599555] xor A5==(0.398835-0.598188]
 0.03777727      799 A2==(0.599555-0.799225] xor A5==(0.398835-0.598188]
 0.03777727      599 A2==(0.599555-0.799225] equ A5==(0.398835-0.598188]
 0.03774194      755 A1==(0.799949-inf) xor A3==(0.600065-0.800004]
 0.03774194      555 A1==(0.799949-inf) equ A3==(0.600065-0.800004]
 0.03759682     1891 A1==(-inf-0.199989] or A2==(0.200214-0.399884] or A3==(0.800004-inf)
 0.03744526      953 A1==(0.799949-inf) impl A3==(0.200188-0.400127]
 0.03744318     1674 A1==(0.199989-0.399976] or A2==(0.599555-0.799225] or A4==(0.400586-0.600385]
 0.03737656     1547 A2==(0.200214-0.399884] or A3==(0.600065-0.800004] or A4==(-inf-0.200788]
