dataset: Heart.arff
								--------------
									Fold  1
								--------------
Feature evaluation: ReliefF (All features dataset) - After CI
Ranked attributes:
 0.138272     704 A8_x_A9
 0.138272     847 num-of-N((A5 >= 246) and (A2 >= 1))
 0.13786       19 A3==B2of2 and A9==B2of2
 0.136626      41 A3==B2of2 and A11==B2of2
 0.136214      43 A3==B2of2 and A13==B2of2
 0.136214     731 (A13 >= 6) and (A3 >= 4)
 0.135802     677 A1_x_A2
 0.135802     766 (A13 >= 7) and (A10 >= 0.8)
 0.135802      20 A3==B2of2 and A10==B2of2
 0.135391     832 num-of-N((A13 >= 7) and (A8 <= 144) and (A10 >= 0.8))
 0.134156     170 A11==B2of2 xor A13==B2of2
 0.134156     123 A11==B2of2 equ A13==B2of2
 0.133745     722 A1_x_A13
 0.133333     830 num-of-N((A12 >= 1) and (A10 >= 2))
 0.133333     798 num-of-N((A3 >= 4) and (A2 >= 1) and (A10 <= 0.2))
 0.132099     665 A2 DIFF A11
 0.132099     205 A2==B2of2 impl A11==B2of2
 0.132099     647 A2 LESSTHAN A11
 0.131276     173 A2==B2of2 xor A8==B2of2
 0.131276     126 A2==B2of2 equ A8==B2of2
 0.130453     337 A2==B2of2 or A3==B2of2 or A13==B2of2
 0.130041      51 A1==B2of2 or A3==B2of2
 0.130041     223 A1==B2of2 impl A12==B2of2
 0.130041     116 A2==B2of2 equ A11==B2of2
 0.130041     163 A2==B2of2 xor A11==B2of2
 0.130041     375 A1==B2of2 or A3==B2of2 or A5
 0.129218     168 A11==B2of2 xor A12==B2of2
 0.129218     121 A11==B2of2 equ A12==B2of2
 0.128807      17 A3==B2of2 and A8==B2of2
 0.12716      794 (A12 >= 1) and (A11 >= 2)
 0.12716       32 A11==B2of2 and A12==B2of2
 0.126749      93 A1==B2of2 or A13==B2of2
 0.126749     400 A1==B2of2 or A5 or A13==B2of2
 0.126337     725 (A8 <= 147) and (A3 >= 4)
 0.126337     194 A3==B2of2 impl A8==B2of2
 0.126337     176 A2==B2of2 xor A10==B2of2
 0.126337     129 A2==B2of2 equ A10==B2of2
 0.124691     842 num-of-N((A13 >= 6) and (A8 <= 144))
 0.12428       88 A3==B2of2 or A11==B2of2
 0.12428      226 A3==B2of2 and A10==B2of2 and A11==B2of2
 0.12428      335 A3==B2of2 or A5 or A11==B2of2
 0.12428      316 A3==B2of2 or A4 or A11==B2of2
 0.12428      706 A8_x_A10
 0.123354     619 A2 MULTIPLY A3
 0.123182     541 A2 DIVIDE A11
 0.123045     360 A4 or A11==B2of2 or A12==B2of2
 0.123045     326 A5 or A11==B2of2 or A12==B2of2
 0.123045      74 A11==B2of2 or A12==B2of2
 0.123045      23 A10==B2of2 and A13==B2of2
 0.122634     397 A1==B2of2 or A5 or A12==B2of2
 0.122634      92 A1==B2of2 or A12==B2of2
 0.122222     686 A10_x_A11
 0.121811      14 A12==B2of2 and A13==B2of2
 0.121811     786 (A13 >= 6) and (A12 >= 1)
 0.121811     754 (A12 >= 1) and (A13 >= 6)
 0.121399     128 A9==B2of2 equ A11==B2of2
 0.121399     175 A9==B2of2 xor A11==B2of2
 0.120576     105 A3==B2of2 equ A9==B2of2
 0.120576     152 A3==B2of2 xor A9==B2of2
 0.120576     341 A2==B2of2 or A3==B2of2 or A5
 0.120576      73 A2==B2of2 or A3==B2of2
 0.119342     815 num-of-N((A13 >= 6) and (A8 <= 142))
 0.119342     736 (A13 >= 7) and (A3 >= 4) and (A10 >= 0.8)
