dataset: cDisjunct.arff
								--------------
									Fold  1
								--------------
Feature evaluation: ReliefF (All features dataset) - After CI
Ranked attributes:
 0.087995   35 A1 MULTIPLY A2
 0.080245   37 A1 MULTIPLY A3
 0.079551    2 A2
 0.078222    6 A1==B2of2 and A2==B2of2
 0.074496   25 A1 ADD A3
 0.068757   26 A1 SUBTRACT A2
 0.066167   19 A2==B2of2 impl A3==B2of2
 0.0584     36 A2 MULTIPLY A3
 0.054749   24 A2 ADD A3
 0.032944   21 A1==B2of2 and A2==B2of2 and A3==B2of2
 0.013374    4 A4
 0.013045    5 A5
 0.004667   42 A2 DIFF A3
-0.000278   29 A1 DIVIDE A2
-0.000278   32 A3 DIVIDE A2
-0.000278   41 A1 DIFF A2
-0.002056   34 A3 DIVIDE A1
-0.002056   30 A2 DIVIDE A1
-0.003722   43 A1 DIFF A3
-0.008      33 A1 DIVIDE A3
-0.008      31 A2 DIVIDE A3


								--------------
									Fold  7
								--------------
Feature evaluation: ReliefF (All features dataset) - After CI
Ranked attributes:
 1          48 (A1 <= 0.5) and (A3 >= 0.4) and (A2 <= 0.7)
 0.8265     47 (A1 <= 0.5) and (A3 >= 0.4)
 0.823278   50 num-of-N((A1 <= 0.5) and (A3 >= 0.4) and (A2 <= 0.7))
 0.746278    9 A1==B2of2 or A2==B2of2
 0.738056   49 num-of-N((A1 <= 0.5) and (A3 >= 0.4))
 0.7325     46 A1_x_A3
 0.665889   44 A1_x_A2
 0.566444   45 A2_x_A3
 0.535556   14 A1==B2of2 equ A3==B2of2
 0.535556   17 A1==B2of2 xor A3==B2of2
 0.525222   12 A1==B2of2 equ A2==B2of2
 0.525222   15 A1==B2of2 xor A2==B2of2
 0.439222   16 A2==B2of2 xor A3==B2of2
 0.439222   13 A2==B2of2 equ A3==B2of2
 0.359889   18 A1==B2of2 impl A2==B2of2
 0.359667   40 A1 LESSTHAN A3
 0.316889    8 A1==B2of2 and A3==B2of2
 0.265278   10 A2==B2of2 or A3==B2of2
 0.238889   39 A2 LESSTHAN A3
 0.207556   11 A1==B2of2 or A3==B2of2
 0.167944    7 A2==B2of2 and A3==B2of2
 0.151522    1 A1
 0.147833   22 A1==B2of2 or A2==B2of2 or A3==B2of2
 0.140222   38 A1 LESSTHAN A2
 0.129825   28 A1 SUBTRACT A3
 0.11725     3 A3
 0.114056   20 A1==B2of2 impl A3==B2of2
 0.1096     23 A1 ADD A2
 0.092763   27 A2 SUBTRACT A3
 0.08309    35 A1 MULTIPLY A2
 0.078134   37 A1 MULTIPLY A3
 0.076369    2 A2
 0.072771   25 A1 ADD A3
 0.070611    6 A1==B2of2 and A2==B2of2
 0.069228   26 A1 SUBTRACT A2
 0.063222   19 A2==B2of2 impl A3==B2of2
 0.058821   36 A2 MULTIPLY A3
 0.055344   24 A2 ADD A3
 0.034111   21 A1==B2of2 and A2==B2of2 and A3==B2of2
 0.012287    5 A5
 0.012041    4 A4
 0.010389   42 A2 DIFF A3
 0.008944   41 A1 DIFF A2
 0.000611   29 A1 DIVIDE A2
 0.000611   32 A3 DIVIDE A2
-0.001333   34 A3 DIVIDE A1
-0.001333   30 A2 DIVIDE A1
-0.003444   43 A1 DIFF A3
-0.007722   33 A1 DIVIDE A3
-0.007722   31 A2 DIVIDE A3


								--------------
									Fold  8
								--------------
Feature evaluation: ReliefF (All features dataset) - After CI
Ranked attributes:
 1           48 (A1 <= 0.5) and (A3 >= 0.4) and (A2 <= 0.7)
 0.8314444   47 (A1 <= 0.5) and (A3 >= 0.4)
 0.8290556   50 num-of-N((A1 <= 0.5) and (A3 >= 0.4) and (A2 <= 0.7))
 0.7483333    9 A1==B2of2 or A2==B2of2
 0.7471111   49 num-of-N((A1 <= 0.5) and (A3 >= 0.4))
 0.7411111   46 A1_x_A3
 0.6675556   44 A1_x_A2
 0.5659444   45 A2_x_A3
 0.5496667   14 A1==B2of2 equ A3==B2of2
 0.5496667   17 A1==B2of2 xor A3==B2of2
 0.5223333   12 A1==B2of2 equ A2==B2of2
 0.5223333   15 A1==B2of2 xor A2==B2of2
 0.4362222   16 A2==B2of2 xor A3==B2of2
 0.4362222   13 A2==B2of2 equ A3==B2of2
 0.3634444   40 A1 LESSTHAN A3
 0.3592778   18 A1==B2of2 impl A2==B2of2
 0.3258333    8 A1==B2of2 and A3==B2of2
 0.2625      10 A2==B2of2 or A3==B2of2
 0.2379444   39 A2 LESSTHAN A3
 0.2118333   11 A1==B2of2 or A3==B2of2
 0.1670556    7 A2==B2of2 and A3==B2of2
 0.1557122    1 A1
